AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area
153;819;W 63RD AV AND LAUREL ST;"{""coordinates"": [-123.12592174266227, 49.21375603913765], ""type"": ""Point""}";Marpole
152;802;FREMLIN ST AND W 54TH AV;"{""coordinates"": [-123.12689173033422, 49.22151902772152], ""type"": ""Point""}";Oakridge
135;811;W 58TH AV AND CARTIER ST;"{""coordinates"": [-123.13778554977775, 49.218340516030395], ""type"": ""Point""}";Marpole
304;701;SKEENA ST AND E 23RD AV;"{""coordinates"": [-123.02853439891803, 49.24967381229235], ""type"": ""Point""}";Renfrew-Collingwood
275;704;SLOCAN ST AND E 26TH AV;"{""coordinates"": [-123.04963496752782, 49.247532889000475], ""type"": ""Point""}";Renfrew-Collingwood
280;700;BOYD DIVERSION AND RENFREW ST;"{""coordinates"": [-123.04380816446668, 49.25026486506052], ""type"": ""Point""}";Renfrew-Collingwood
130;721;GRANVILLE ST AND CONNAUGHT DRIVE;"{""coordinates"": [-123.13921470242204, 49.2454363042545], ""type"": ""Point""}";Shaughnessy
228;750;CULLODEN ST AND E 41ST AV;"{""coordinates"": [-123.07841175164775, 49.23273115725624], ""type"": ""Point""}";Kensington-Cedar Cottage
228;744;CULLODEN ST AND E 39TH AV;"{""coordinates"": [-123.07834791021926, 49.23480935556659], ""type"": ""Point""}";Kensington-Cedar Cottage
224;744;SHERBROOKE ST AND E 39TH AV;"{""coordinates"": [-123.08112174339894, 49.234848738240174], ""type"": ""Point""}";Kensington-Cedar Cottage
221;742;E 38TH AV AND ROSS ST;"{""coordinates"": [-123.08248353375839, 49.23559639459157], ""type"": ""Point""}";Kensington-Cedar Cottage
178;592;W PENDER ST AND E PENDER ST;"{""coordinates"": [-123.10438649191806, 49.28049929712806], ""type"": ""Point""}";Downtown
186;592;COLUMBIA ST AND E PENDER ST;"{""coordinates"": [-123.10229713578299, 49.28043456540997], ""type"": ""Point""}";Downtown
172;590;ABBOTT ST AND W HASTINGS ST;"{""coordinates"": [-123.1071952041572, 49.28199096872123], ""type"": ""Point""}";Downtown
186;595;KEEFER ST AND QUEBEC ST;"{""coordinates"": [-123.10221604895953, 49.27927350330154], ""type"": ""Point""}";Downtown
171;595;WALKWAY AND KEEFER PLACE;"{""coordinates"": [-123.10847060192451, 49.27984709090625], ""type"": ""Point""}";Downtown
205;592;HEATLEY AV AND E PENDER ST;"{""coordinates"": [-123.08957775870351, 49.28019242422395], ""type"": ""Point""}";Strathcona
196;589;JACKSON AV AND E CORDOVA ST;"{""coordinates"": [-123.09339176230415, 49.28217016075726], ""type"": ""Point""}";Strathcona
190;579;ALEXANDER ST AND MAIN ST;"{""coordinates"": [-123.09952678359853, 49.284093524037694], ""type"": ""Point""}";Downtown
192;579;ALEXANDER ST AND GORE AV;"{""coordinates"": [-123.09786098211698, 49.28406276206317], ""type"": ""Point""}";Strathcona
194;579;ALEXANDER ST AND DUNLEVY AV;"{""coordinates"": [-123.09526525733294, 49.284014333349596], ""type"": ""Point""}";Strathcona
024;678;W 12TH AV AND SASAMAT ST;"{""coordinates"": [-123.20916533004198, 49.26200136804627], ""type"": ""Point""}";West Point Grey
026;674;TRIMBLE ST AND W 11TH AV;"{""coordinates"": [-123.20609351323043, 49.2628582582683], ""type"": ""Point""}";West Point Grey
027;670;DISCOVERY ST AND W 10TH AV;"{""coordinates"": [-123.20302225595171, 49.26373337091725], ""type"": ""Point""}";West Point Grey
026;646;W 7TH AV AND TRIMBLE ST;"{""coordinates"": [-123.20596815195978, 49.26638550391559], ""type"": ""Point""}";West Point Grey
024;688;SASAMAT ST AND W 15TH AV;"{""coordinates"": [-123.20926209784186, 49.25928925178752], ""type"": ""Point""}";West Point Grey
029;650;CROWN CRESCENT AND W 8TH AV;"{""coordinates"": [-123.19976626694175, 49.265438853193764], ""type"": ""Point""}";West Point Grey
028;678;COURTENAY ST AND W 12TH AV;"{""coordinates"": [-123.20004457686343, 49.261861497700835], ""type"": ""Point""}";West Point Grey
032;686;CROWN ST AND W 14TH AV;"{""coordinates"": [-123.19402818489108, 49.259960832237674], ""type"": ""Point""}";West Point Grey
032;688;W 15TH AV AND CROWN ST;"{""coordinates"": [-123.19405971467162, 49.2590569757903], ""type"": ""Point""}";West Point Grey
019;640;DRUMMOND DRIVE AND W 4TH AV;"{""coordinates"": [-123.21962878933215, 49.268962280174904], ""type"": ""Point""}";West Point Grey
020;640;BLANCA ST AND W 4TH AV;"{""coordinates"": [-123.21502422046721, 49.26910383608118], ""type"": ""Point""}";West Point Grey
222;650;E BROADWAY AND GLEN DRIVE;"{""coordinates"": [-123.08136716950686, 49.26241206856621], ""type"": ""Point""}";Mount Pleasant
212;696;PRINCE ALBERT ST AND E 20TH AV;"{""coordinates"": [-123.08760979964747, 49.252777334774024], ""type"": ""Point""}";Kensington-Cedar Cottage
212;701;E 22ND AV AND PRINCE ALBERT ST;"{""coordinates"": [-123.08767815085005, 49.25096970173247], ""type"": ""Point""}";Kensington-Cedar Cottage
212;706;E 23RD AV AND PRINCE ALBERT ST;"{""coordinates"": [-123.0877115349202, 49.250066114962216], ""type"": ""Point""}";Kensington-Cedar Cottage
085;796;ARBUTUS DIVERSION AND ARBUTUS ST;"{""coordinates"": [-123.15531110526072, 49.222829079796824], ""type"": ""Point""}";Kerrisdale
084;802;BEECHWOOD ST AND W 54TH AV;"{""coordinates"": [-123.15634981236248, 49.22194594392008], ""type"": ""Point""}";Kerrisdale
083;796;BEECHWOOD ST AND W 53RD AV;"{""coordinates"": [-123.15717548644747, 49.22285122311942], ""type"": ""Point""}";Kerrisdale
222;698;E 21ST AV AND GLEN DRIVE;"{""coordinates"": [-123.08184288868465, 49.25178260843899], ""type"": ""Point""}";Kensington-Cedar Cottage
225;698;E 21ST AV AND INVERNESS ST;"{""coordinates"": [-123.07990764731991, 49.2517523539232], ""type"": ""Point""}";Kensington-Cedar Cottage
217;701;E 22ND AV AND WINDSOR ST;"{""coordinates"": [-123.08381073756551, 49.250910037184724], ""type"": ""Point""}";Kensington-Cedar Cottage
225;706;INVERNESS ST AND E 23RD AV;"{""coordinates"": [-123.07997427460833, 49.24994621057358], ""type"": ""Point""}";Kensington-Cedar Cottage
225;655;E 10TH AV AND KEITH DRIVE;"{""coordinates"": [-123.07945362427951, 49.26144675730365], ""type"": ""Point""}";Mount Pleasant
210;670;E 12TH AV AND FRASER ST;"{""coordinates"": [-123.08916322791242, 49.259716594803734], ""type"": ""Point""}";Mount Pleasant
165;718;ASH ST AND W 29TH AV;"{""coordinates"": [-123.11857847813121, 49.2452377575259], ""type"": ""Point""}";South Cambie
293;570;MCGILL ST AND N WINDERMERE ST;"{""coordinates"": [-123.03618987444491, 49.287930313701146], ""type"": ""Point""}";Hastings-Sunrise
296;568;N CASSIAR ST AND BRIDGEWAY;"{""coordinates"": [-123.0309338634343, 49.289028926549264], ""type"": ""Point""}";Hastings-Sunrise
295;570;TRANS CANADA HIGHWAY AND TRANS CANADA HWY;"{""coordinates"": [-123.03094279517278, 49.2879412647907], ""type"": ""Point""}";Hastings-Sunrise
000;;TRANS CANADA HWY AND TRANS CANADA HIGHWAY;"{""coordinates"": [-123.02811853699721, 49.289248111447314], ""type"": ""Point""}";Hastings-Sunrise
306;568;TRINITY ST AND FELLOWES ST;"{""coordinates"": [-123.02672319551348, 49.289693316347886], ""type"": ""Point""}";Hastings-Sunrise
320;568;N BOUNDARY ROAD AND TRINITY ST;"{""coordinates"": [-123.0234265279893, 49.28969180089545], ""type"": ""Point""}";Hastings-Sunrise
312;569;MCGILL ST AND N KOOTENAY ST;"{""coordinates"": [-123.02568357289188, 49.28869683397018], ""type"": ""Point""}";Hastings-Sunrise
300;576;N CASSIAR ST AND CAMBRIDGE ST;"{""coordinates"": [-123.03005953810872, 49.28671024849535], ""type"": ""Point""}";Hastings-Sunrise
300;588;FRANKLIN ST AND CASSIAR ST;"{""coordinates"": [-123.03083553674412, 49.282057363590866], ""type"": ""Point""}";Hastings-Sunrise
305;590;E HASTINGS ST AND SKEENA ST;"{""coordinates"": [-123.02832198758679, 49.281122040977806], ""type"": ""Point""}";Hastings-Sunrise
280;590;E HASTINGS ST AND RENFREW ST;"{""coordinates"": [-123.04407652069781, 49.28112324920939], ""type"": ""Point""}";Hastings-Sunrise
280;580;DUNDAS ST AND N RENFREW ST;"{""coordinates"": [-123.04407237962444, 49.28477708140283], ""type"": ""Point""}";Hastings-Sunrise
159;608;PACIFIC BOULEVARD AND CAMBIE ST;"{""coordinates"": [-123.11927955666748, 49.27451791842627], ""type"": ""Point""}";Downtown
144;725;W 32ND AV AND HUDSON ST;"{""coordinates"": [-123.13567855065422, 49.24386314246191], ""type"": ""Point""}";Shaughnessy
312;588;FRANKLIN ST AND KOOTENAY ST;"{""coordinates"": [-123.02569713023806, 49.28205195512037], ""type"": ""Point""}";Hastings-Sunrise
135;721;CARTIER ST AND CONNAUGHT DRIVE;"{""coordinates"": [-123.136833934886, 49.24532669913955], ""type"": ""Point""}";Shaughnessy
148;718;OSLER ST AND W 29TH AV;"{""coordinates"": [-123.12996740476767, 49.24542690098375], ""type"": ""Point""}";Shaughnessy
196;579;ALEXANDER ST AND JACKSON AV;"{""coordinates"": [-123.09331252586682, 49.28397924441545], ""type"": ""Point""}";Strathcona
196;578;JACKSON AV AND RAILWAY ST;"{""coordinates"": [-123.09327736319618, 49.28480128768916], ""type"": ""Point""}";Strathcona
205;579;HEATLEY AV AND ALEXANDER ST;"{""coordinates"": [-123.08941089134262, 49.28390766928349], ""type"": ""Point""}";Strathcona
198;580;PRINCESS AV AND POWELL ST;"{""coordinates"": [-123.09140187485104, 49.28303753755049], ""type"": ""Point""}";Strathcona
205;600;HEATLEY AV AND PRIOR ST;"{""coordinates"": [-123.08973109234853, 49.276578706687424], ""type"": ""Point""}";Strathcona
097;743;W 39TH AV AND CYPRESS ST;"{""coordinates"": [-123.1491370743228, 49.236340335525156], ""type"": ""Point""}";Shaughnessy
178;585;TROUNCE ALLEY AND CARRALL ST;"{""coordinates"": [-123.1042838960681, 49.28297133651395], ""type"": ""Point""}";Downtown
162;601;EXPO BOULEVARD AND GRIFFITHS WAY;"{""coordinates"": [-123.11047814277903, 49.27787839232455], ""type"": ""Point""}";Downtown
157;592;CAMBIE ST AND W PENDER ST;"{""coordinates"": [-123.109971593822, 49.28150993325015], ""type"": ""Point""}";Downtown
156;590;HAMILTON ST AND W HASTINGS ST;"{""coordinates"": [-123.10996328364564, 49.28278135547655], ""type"": ""Point""}";Downtown
138;589;RICHARDS ST AND WATER ST;"{""coordinates"": [-123.11095341031988, 49.28467794110522], ""type"": ""Point""}";Downtown
148;589;W CORDOVA ST AND HOMER ST;"{""coordinates"": [-123.1099523723039, 49.28405806905863], ""type"": ""Point""}";Downtown
184;634;ATHLETES WAY AND ONTARIO ST;"{""coordinates"": [-123.10457655079233, 49.27152625583243], ""type"": ""Point""}";Mount Pleasant
184;636;ONTARIO ST AND WALTER HARDWICK AV;"{""coordinates"": [-123.10460338776214, 49.27089708968032], ""type"": ""Point""}";Mount Pleasant
300;606;CASSIAR ST AND WILLIAM ST;"{""coordinates"": [-123.03092958670133, 49.274122967938865], ""type"": ""Point""}";Hastings-Sunrise
011;630;NW MARINE DRIVE AND WALKWAY;"{""coordinates"": [-123.22196260165713, 49.27703487043108], ""type"": ""Point""}";West Point Grey
090;698;W 21ST AV AND ARBUTUS ST;"{""coordinates"": [-123.15303406278619, 49.253489750835826], ""type"": ""Point""}";Arbutus-Ridge
090;701;W 22ND AV AND ARBUTUS ST;"{""coordinates"": [-123.15306843866212, 49.25258555925577], ""type"": ""Point""}";Arbutus-Ridge
095;702;HOSMER AV AND CEDAR CRESCENT;"{""coordinates"": [-123.15083975139135, 49.25192331152819], ""type"": ""Point""}";Shaughnessy
271;655;KAMLOOPS ST AND E 10TH AV;"{""coordinates"": [-123.05475217484732, 49.261027867184], ""type"": ""Point""}";Renfrew-Collingwood
271;668;KAMLOOPS ST AND GRANDVIEW HWY NORTH;"{""coordinates"": [-123.05475512069556, 49.258174782886655], ""type"": ""Point""}";Renfrew-Collingwood
273;700;E 22ND AV AND KAMLOOPS ST;"{""coordinates"": [-123.05457366227193, 49.25065083605259], ""type"": ""Point""}";Renfrew-Collingwood
120;686;W 14TH AV AND BURRARD ST;"{""coordinates"": [-123.14593380455601, 49.2590277322119], ""type"": ""Point""}";Kitsilano
120;690;BURRARD ST AND W 16TH AV;"{""coordinates"": [-123.1459998527472, 49.25716792371361], ""type"": ""Point""}";Kitsilano
120;710;PINE CRESCENT AND W KING EDWARD AV;"{""coordinates"": [-123.14751606213106, 49.24954608045781], ""type"": ""Point""}";Shaughnessy
120;698;HOSMER AV AND PINE CRESCENT;"{""coordinates"": [-123.14678462834578, 49.2533089869496], ""type"": ""Point""}";Shaughnessy
121;710;ANGUS DRIVE AND W KING EDWARD AV;"{""coordinates"": [-123.14608084644284, 49.24952368892828], ""type"": ""Point""}";Shaughnessy
090;654;ARBUTUS ST AND W 10TH AV;"{""coordinates"": [-123.15296442859663, 49.262862652186165], ""type"": ""Point""}";Kitsilano
095;654;W 10TH AV AND MAPLE ST;"{""coordinates"": [-123.15056475730508, 49.262824624140315], ""type"": ""Point""}";Kitsilano
150;718;OAK ST AND W 29TH AV;"{""coordinates"": [-123.12768234718716, 49.24538916834733], ""type"": ""Point""}";Shaughnessy
284;758;KILLARNEY ST AND E 45TH AV;"{""coordinates"": [-123.04544195511278, 49.22931237380442], ""type"": ""Point""}";Killarney
270;758;E 45TH AV AND CLARENDON ST;"{""coordinates"": [-123.05494602752302, 49.229385882300505], ""type"": ""Point""}";Victoria-Fraserview
144;718;DEVONSHIRE CRESCENT AND HUDSON ST;"{""coordinates"": [-123.13453755566371, 49.24576955103598], ""type"": ""Point""}";Shaughnessy
144;717;HUDSON ST AND NANTON AV;"{""coordinates"": [-123.13445555895127, 49.24661519854594], ""type"": ""Point""}";Shaughnessy
148;717;NANTON AV AND OSLER ST;"{""coordinates"": [-123.1299349742502, 49.24634652031924], ""type"": ""Point""}";Shaughnessy
130;608;HELMCKEN ST AND GRANVILLE ST;"{""coordinates"": [-123.12460642141606, 49.278204227254705], ""type"": ""Point""}";Downtown
124;614;DRAKE ST AND HORNBY ST;"{""coordinates"": [-123.12975512271575, 49.277365552196976], ""type"": ""Point""}";Downtown
126;614;HOWE ST AND DRAKE ST;"{""coordinates"": [-123.12878371315223, 49.276737425689234], ""type"": ""Point""}";Downtown
225;727;E 31ST AV AND INVERNESS ST;"{""coordinates"": [-123.08020269428744, 49.24248479495255], ""type"": ""Point""}";Kensington-Cedar Cottage
217;721;RINGWOOD AV AND WINDSOR ST;"{""coordinates"": [-123.08398962072268, 49.243912229648], ""type"": ""Point""}";Kensington-Cedar Cottage
212;728;E 32ND AV AND PRINCE ALBERT ST;"{""coordinates"": [-123.08793321614199, 49.24169431696989], ""type"": ""Point""}";Kensington-Cedar Cottage
225;710;INVERNESS ST AND E KING EDWARD AV;"{""coordinates"": [-123.08002738081866, 49.24852521570444], ""type"": ""Point""}";Kensington-Cedar Cottage
217;712;WINDSOR ST AND E 26TH AV;"{""coordinates"": [-123.0839038172107, 49.247502991167785], ""type"": ""Point""}";Kensington-Cedar Cottage
225;712;E 26TH AV AND INVERNESS ST;"{""coordinates"": [-123.08005936749701, 49.247530303183574], ""type"": ""Point""}";Kensington-Cedar Cottage
226;741;INVERNESS ST AND E 37TH AV;"{""coordinates"": [-123.07968598623039, 49.236417735317474], ""type"": ""Point""}";Kensington-Cedar Cottage
214;729;ST. CATHERINES ST AND DURWARD AV;"{""coordinates"": [-123.08602487528078, 49.24083049258973], ""type"": ""Point""}";Kensington-Cedar Cottage
214;728;E 32ND AV AND ST. CATHERINES ST;"{""coordinates"": [-123.08599625146536, 49.24168100486349], ""type"": ""Point""}";Kensington-Cedar Cottage
221;735;ROSS ST AND E 35TH AV;"{""coordinates"": [-123.08242852386388, 49.23820872550695], ""type"": ""Point""}";Kensington-Cedar Cottage
213;735;ST. CATHERINES ST AND E 35TH AV;"{""coordinates"": [-123.08688019507039, 49.23826210647388], ""type"": ""Point""}";Kensington-Cedar Cottage
036;630;WALLACE ST AND POINT GREY ROAD;"{""coordinates"": [-123.18944222007579, 49.27160920365794], ""type"": ""Point""}";West Point Grey
035;638;WALLACE ST AND W 3RD AV;"{""coordinates"": [-123.19062363437328, 49.26959950498656], ""type"": ""Point""}";West Point Grey
035;637;W 2ND AV AND WALLACE ST;"{""coordinates"": [-123.19060310435442, 49.27010085941196], ""type"": ""Point""}";West Point Grey
022;643;W 6TH AV AND TOLMIE ST;"{""coordinates"": [-123.2120128467301, 49.26733242506547], ""type"": ""Point""}";West Point Grey
032;655;CROWN ST AND CROWN CRESCENT;"{""coordinates"": [-123.19577856632101, 49.26493805231354], ""type"": ""Point""}";West Point Grey
032;655;CROWN ST AND CROWN CRESCENT;"{""coordinates"": [-123.19650385149498, 49.26466876383269], ""type"": ""Point""}";West Point Grey
030;670;CAMOSUN ST AND W 10TH AV;"{""coordinates"": [-123.19693971741852, 49.26364316138958], ""type"": ""Point""}";West Point Grey
034;690;WALLACE ST AND W 16TH AV;"{""coordinates"": [-123.19078373161469, 49.258014731626844], ""type"": ""Point""}";West Point Grey
032;690;W 16TH AV AND CROWN ST;"{""coordinates"": [-123.19409447290167, 49.2580654823361], ""type"": ""Point""}";West Point Grey
030;690;CAMOSUN ST AND W 16TH AV;"{""coordinates"": [-123.19656215833525, 49.25810096136547], ""type"": ""Point""}";West Point Grey
030;690;CAMOSUN ST AND W 16TH AV;"{""coordinates"": [-123.19713615789878, 49.258109167518576], ""type"": ""Point""}";West Point Grey
030;691;CAMOSUN ST AND W 17TH AV;"{""coordinates"": [-123.19656640838711, 49.25752736490137], ""type"": ""Point""}";Dunbar-Southlands
148;636;SCANTLINGS AND SITKA SQUARE;"{""coordinates"": [-123.12902049716737, 49.26700580971539], ""type"": ""Point""}";Fairview
146;648;W 8TH AV AND ALDER ST;"{""coordinates"": [-123.13132357644517, 49.26439383231351], ""type"": ""Point""}";Fairview
149;648;SPRUCE ST AND W 8TH AV;"{""coordinates"": [-123.12895313826877, 49.26435587088283], ""type"": ""Point""}";Fairview
149;650;SPRUCE ST AND W BROADWAY;"{""coordinates"": [-123.12898673404102, 49.263444906800366], ""type"": ""Point""}";Fairview
026;655;W 9TH AV AND TRIMBLE ST;"{""coordinates"": [-123.20602961127095, 49.264666409850705], ""type"": ""Point""}";West Point Grey
024;655;W 9TH AV AND SASAMAT ST;"{""coordinates"": [-123.20906860970413, 49.264714103524604], ""type"": ""Point""}";West Point Grey
022;674;W 11TH AV AND TOLMIE ST;"{""coordinates"": [-123.21217263908865, 49.26295319137361], ""type"": ""Point""}";West Point Grey
020;678;W 12TH AV AND BLANCA ST;"{""coordinates"": [-123.21527753899842, 49.262097166278345], ""type"": ""Point""}";
120;654;BURRARD ST AND W 10TH AV;"{""coordinates"": [-123.14579364300585, 49.26274852684059], ""type"": ""Point""}";Kitsilano
275;650;SLOCAN ST AND E BROADWAY;"{""coordinates"": [-123.0495781409695, 49.26201150839731], ""type"": ""Point""}";Hastings-Sunrise
271;670;GRANDVIEW HWY SOUTH AND COPLEY ST;"{""coordinates"": [-123.0550055861572, 49.25756635362119], ""type"": ""Point""}";Renfrew-Collingwood
271;685;COPLEY ST AND E 15TH AV;"{""coordinates"": [-123.05500969005766, 49.2566094587372], ""type"": ""Point""}";Renfrew-Collingwood
271;692;COPLEY ST AND E 18TH AV;"{""coordinates"": [-123.05579506213716, 49.25404188309841], ""type"": ""Point""}";Renfrew-Collingwood
277;655;E 10TH AV AND KASLO ST;"{""coordinates"": [-123.04702206753123, 49.26092625271056], ""type"": ""Point""}";Renfrew-Collingwood
277;700;E 22ND AV AND KASLO ST;"{""coordinates"": [-123.0470894679645, 49.25064107684092], ""type"": ""Point""}";Renfrew-Collingwood
273;665;E 11TH AV AND PENTICTON ST;"{""coordinates"": [-123.05300211197147, 49.26009405405169], ""type"": ""Point""}";Renfrew-Collingwood
273;668;GRANDVIEW HWY NORTH AND PENTICTON ST;"{""coordinates"": [-123.05299584719238, 49.258183734913764], ""type"": ""Point""}";Renfrew-Collingwood
273;670;GRANDVIEW HWY SOUTH AND PENTICTON ST;"{""coordinates"": [-123.0529748365578, 49.257505586424024], ""type"": ""Point""}";Renfrew-Collingwood
275;688;E 16TH AV AND SLOCAN ST;"{""coordinates"": [-123.04955150007218, 49.25544495221829], ""type"": ""Point""}";Renfrew-Collingwood
273;688;PENTICTON ST AND E 16TH AV;"{""coordinates"": [-123.05298083431128, 49.25571349393051], ""type"": ""Point""}";Renfrew-Collingwood
